05/05/2012;3492;;1366;2106;3696;1779;1677;4108
06/05/2012;3411;;1525;1815;3346;1879;2036;4633
07/05/2012;5552;;2573;3959;6355;3416;1848;5253
08/05/2012;1241;;625;991;1729;1007;119;1383
09/05/2012;3297;;1545;2700;4343;2340;737;3129
10/05/2012;2755;;1227;2130;4056;2075;399;2437
11/05/2012;4639;;1803;3663;5713;2888;1260;4499
12/05/2012;3854;;1457;2429;3894;1805;2268;4855
13/05/2012;2741;;1223;1703;3086;1592;1394;3496
14/05/2012;6189;;2709;4402;7006;3868;2215;5775
15/05/2012;3964;;1773;3144;5088;2650;975;3765
16/05/2012;4947;;2178;3681;5882;3057;1332;4348
17/05/2012;5351;;2441;4182;6551;3408;1631;4988
18/05/2012;5980;;2241;4415;6646;3196;1711;5273
19/05/2012;4732;;1454;2807;4673;1966;2914;5293
20/05/2012;5255;;1663;2730;4462;2182;4241;5539
21/05/2012;5129;;1646;2672;4169;2044;3413;5053
22/05/2012;2315;;938;1847;2599;1610;251;2069
23/05/2012;5974;;2650;4407;7281;3737;1826;4798
24/05/2012;6485;;2653;4600;7600;3792;2062;5209
25/05/2012;5697;;2205;4096;6734;3341;1953;5174
26/05/2012;4974;;1622;2936;4991;2373;3455;5443
27/05/2012;4396;;1525;2578;4587;2073;2886;5168
