(Wrapper)>[PointerTensor | me:96827241968 -> data_owner:88528530760]
         68670440 function calls (64854235 primitive calls) in 165.687 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
9644/4822    0.304    0.000   49.069    0.010 spdz.py:125(spdz_mul)
   174469    0.564    0.000   44.047    0.000 serde.py:15(serialize)
   174469    0.534    0.000   43.483    0.000 serde.py:311(serialize)
        3    0.000    0.000   42.951   14.317 functional.py:489(max_half_split)
       20    0.001    0.000   42.135    2.107 batchnorm.py:84(forward)
       20    0.001    0.000   42.122    2.106 functional.py:44(batch_norm)
       20    0.025    0.001   40.548    2.027 precision.py:481(reciprocal)
     7980    0.059    0.000   38.283    0.005 precision.py:264(mul_and_div)
     6380    0.004    0.000   37.511    0.006 precision.py:368(mul)
     6401    0.008    0.000   35.880    0.006 additive_shared.py:575(mul)
       42    0.592    0.014   34.911    0.831 fss.py:228(evaluate)
       42    0.001    0.000   34.319    0.817 fss.py:283(comp_evaluate)
       42    0.001    0.000   34.297    0.817 fss.py:400(eval)
       42   34.213    0.815   34.281    0.816 fss.py:55(eval)
       21    0.000    0.000   33.164    1.579 primitives.py:269(build_separate_fss_keys)
       21    0.000    0.000   33.163    1.579 fss.py:396(keygen)
       21   33.161    1.579   33.163    1.579 fss.py:39(keygen)
   174469    0.130    0.000   25.403    0.000 serde.py:50(deserialize)
   174469    0.534    0.000   25.273    0.000 serde.py:377(deserialize)
   174469    0.085    0.000   22.893    0.000 serde.py:263(_serialize_msgpack_simple)
1717243/174469    2.013    0.000   22.808    0.000 serde.py:398(_simplify)
   174469    0.152    0.000   20.056    0.000 serde.py:289(_serialize_msgpack_binary)
256919/156433    0.324    0.000   19.423    0.000 native_serde.py:22(_simplify_collection)
       20    0.000    0.000   17.289    0.864 conv.py:344(forward)
       20    0.000    0.000   17.289    0.864 conv.py:334(conv2d_forward)
       20    0.001    0.000   17.262    0.863 functional.py:204(conv2d)
       21    0.001    0.000   14.182    0.675 precision.py:419(matmul)
       21    0.000    0.000   14.116    0.672 additive_shared.py:627(matmul)
   174469    0.782    0.000   13.766    0.000 __init__.py:29(packb)
   174469    0.069    0.000   13.054    0.000 serde.py:363(_deserialize_msgpack_simple)
1620794/174469    1.171    0.000   12.985    0.000 serde.py:500(_detail)
   174469   12.984    0.000   12.984    0.000 {method 'pack' of 'msgpack._cmsgpack.Packer' objects}
   174469    0.115    0.000   11.686    0.000 serde.py:346(_deserialize_msgpack_binary)
    80478    0.383    0.000   11.034    0.000 torch_serde.py:106(_simplify_torch_tensor)
     9686    0.016    0.000   10.901    0.001 message.py:939(simplify)
     9644    0.099    0.000   10.775    0.001 spdz.py:63(spdz_compute)
    63291    0.057    0.000   10.661    0.000 native_serde.py:156(_simplify_dictionary)
145964/107168    0.234    0.000   10.116    0.000 native_serde.py:122(_detail_collection_tuple)
    80478    0.356    0.000    8.176    0.000 torch_serde.py:165(_detail_torch_tensor)
    80478    0.170    0.000    7.743    0.000 torch_serde.py:31(_serialize_tensor)
    43919    0.038    0.000    7.555    0.000 message.py:136(simplify)
    43919    0.028    0.000    7.347    0.000 computation.py:35(simplify)
    43919    0.153    0.000    7.319    0.000 action.py:123(simplify)
    80478    0.089    0.000    7.016    0.000 torch_serde.py:55(_deserialize_tensor)
    80478    0.095    0.000    6.926    0.000 serde.py:43(torch_tensor_deserializer)
    80478    0.402    0.000    6.831    0.000 serialization.py:448(load)
11374/9725    0.043    0.000    6.821    0.001 overload.py:20(_hook_method_args)
    80478    0.107    0.000    6.264    0.000 serde.py:36(torch_tensor_serializer)
    80478    0.269    0.000    6.139    0.000 serialization.py:295(save)
   174469    6.039    0.000    6.138    0.000 compression.py:86(_compress)
       42    0.001    0.000    5.941    0.141 native_serde.py:316(_simplify_ndarray)
       42    5.936    0.141    5.936    0.141 {method 'tobytes' of 'numpy.ndarray' objects}
   174469    5.864    0.000    5.864    0.000 {msgpack._cmsgpack.unpackb}
    43919    0.053    0.000    5.855    0.000 message.py:150(detail)
   174469    5.708    0.000    5.708    0.000 compression.py:108(_decompress)
    43919    0.057    0.000    5.617    0.000 computation.py:49(detail)
    80478    0.599    0.000    5.611    0.000 serialization.py:331(_legacy_save)
298473/298457    2.328    0.000    5.447    0.000 hook.py:141(overloaded_native_method)
    80478    0.417    0.000    5.406    0.000 serialization.py:549(_legacy_load)
    43919    0.112    0.000    5.289    0.000 action.py:145(detail)
       42    0.001    0.000    4.888    0.116 context.py:114(Pool)
       42    0.004    0.000    4.885    0.116 pool.py:155(__init__)
       42    0.017    0.000    4.793    0.114 pool.py:227(_repopulate_pool)
      336    0.012    0.000    4.748    0.014 process.py:101(start)
      336    0.012    0.000    4.684    0.014 context.py:274(_Popen)
  6038459    3.364    0.000    4.672    0.000 serde.py:69(wrapper)
      336    0.005    0.000    4.668    0.014 popen_fork.py:16(__init__)
      336    0.015    0.000    4.656    0.014 popen_fork.py:67(_launch)
      336    4.576    0.014    4.597    0.014 {built-in method posix.fork}
    16414    0.048    0.000    4.054    0.000 pointers.py:68(overloaded_pointer_method)
     9686    0.021    0.000    3.947    0.000 message.py:956(detail)
      168    0.001    0.000    3.818    0.023 threading.py:534(wait)
      168    0.001    0.000    3.817    0.023 threading.py:264(wait)
      678    3.815    0.006    3.815    0.006 {method 'acquire' of '_thread.lock' objects}
       42    0.000    0.000    3.767    0.090 pool.py:270(starmap)
       42    0.000    0.000    3.765    0.090 pool.py:650(get)
       42    0.000    0.000    3.764    0.090 pool.py:647(wait)
     1600    0.007    0.000    3.684    0.002 precision.py:240(__rsub__)
    63291    0.025    0.000    3.638    0.000 native_serde.py:183(_detail_dictionary)
61825/52181    0.057    0.000    3.571    0.000 native_serde.py:57(_detail_collection_list)
    80480    1.172    0.000    3.505    0.000 {method 'dump' of '_pickle.Pickler' objects}
       40    0.288    0.007    3.279    0.082 functional.py:78(_pre_conv)
     4822    0.036    0.000    3.252    0.001 primitives.py:283(build_separate_triples)
    80478    0.904    0.000    3.230    0.000 {method 'load' of '_pickle.Unpickler' objects}
     6401    0.009    0.000    3.228    0.001 additive_shared.py:664(div)
     4822    0.078    0.000    3.210    0.001 beaver.py:7(build_triple)
     4801    0.025    0.000    3.138    0.001 precision.py:146(truncate)
     6401    0.009    0.000    3.000    0.000 additive_shared.py:656(_public_div)
     6401    0.017    0.000    2.990    0.000 additive_shared.py:662(<dictcomp>)
    75414    0.106    0.000    2.665    0.000 native.py:406(_get_response)
     1620    0.005    0.000    2.526    0.002 precision.py:218(sub)
     1641    0.006    0.000    2.517    0.002 additive_shared.py:502(sub)
     1674    0.016    0.000    2.372    0.001 additive_shared.py:454(_basic_arithmetic_op)
   241434    0.870    0.000    2.059    0.000 base.py:933(serializer)
    32808    0.051    0.000    1.996    0.000 object_pointer.py:329(__del__)
   886730    0.572    0.000    1.991    0.000 serde.py:488(_detail_field)
    32808    0.131    0.000    1.935    0.000 base.py:463(garbage)
    80478    0.114    0.000    1.912    0.000 _utils.py:134(_rebuild_tensor_v2)
    80478    0.184    0.000    1.798    0.000 _utils.py:128(_rebuild_tensor)
       21    0.000    0.000    1.685    0.080 additive_shared.py:589(__mul__)
     9686    0.018    0.000    1.556    0.000 message_handler.py:335(execute_worker_command)
     9686    0.010    0.000    1.530    0.000 base.py:915(feed_crypto_primitive_store)
     9686    0.154    0.000    1.520    0.000 primitives.py:206(add_primitives)
  1590762    0.835    0.000    1.493    0.000 serialization.py:344(persistent_id)
145703/144062    0.132    0.000    1.393    0.000 hook_args.py:528(two_fold)
    82342    0.177    0.000    1.356    0.000 hook.py:559(new_tensor)
  4694132    0.836    0.000    1.339    0.000 {built-in method builtins.isinstance}
     1600    0.012    0.000    1.314    0.001 native.py:887(share)
    52330    0.217    0.000    1.295    0.000 pointer_tensor.py:415(simplify)
     1600    0.013    0.000    1.246    0.001 additive_shared.py:315(share_secret)
    78696    0.141    0.000    1.238    0.000 hook_args.py:133(unwrap_args_from_function)
   886730    0.742    0.000    1.237    0.000 proto.py:65(proto_type_info)
    16066    0.090    0.000    1.229    0.000 additive_shared.py:334(generate_shares)
     3200    0.014    0.000    1.182    0.000 hookable.py:38(hooked_method)
     3200    0.019    0.000    1.160    0.000 native.py:428(send)
     3200    0.022    0.000    1.128    0.000 base.py:367(send)
     3200    0.005    0.000    1.023    0.000 base.py:581(send_obj)
     1674    0.003    0.000    1.008    0.001 additive_shared.py:481(<dictcomp>)
   241434    0.201    0.000    0.996    0.000 base.py:952(<listcomp>)
    60466    0.977    0.000    0.977    0.000 functional.py:148(<listcomp>)
    14466    0.062    0.000    0.967    0.000 spdz.py:21(spdz_mask)
    39076    0.071    0.000    0.966    0.000 hook_args.py:636(register_response)
     3282    0.005    0.000    0.943    0.000 additive_shared.py:515(<lambda>)
     1600    0.005    0.000    0.899    0.001 additive_shared.py:34(zero_check)
    39076    0.032    0.000    0.885    0.000 hook_args.py:779(<lambda>)
    38699    0.870    0.000    0.870    0.000 {function _TensorBase.__sub__ at 0x7f2a7dc5d440}
    80478    0.559    0.000    0.841    0.000 tensor.py:75(__reduce_ex__)
     1600    0.004    0.000    0.838    0.001 additive_shared.py:547(_public_mul)
   304940    0.403    0.000    0.836    0.000 id_provider.py:26(pop)
     1600    0.005    0.000    0.833    0.001 additive_shared.py:573(<dictcomp>)
   321912    0.829    0.000    0.829    0.000 {built-in method _pickle.load}
    38813    0.053    0.000    0.828    0.000 hook_args.py:177(build_unwrap_args_from_function)
     3202    0.007    0.000    0.820    0.000 object_pointer.py:193(handle_func_command)
    48938    0.030    0.000    0.793    0.000 hook_args.py:757(<lambda>)
     1600    0.002    0.000    0.778    0.000 precision.py:379(div)
    48938    0.102    0.000    0.763    0.000 hook_args.py:708(register_tensor)
    16066    0.742    0.000    0.742    0.000 {function _TensorBase.random_ at 0x7f2a7dcd5710}
    24215    0.180    0.000    0.703    0.000 primitives.py:54(get_keys)
    80436    0.684    0.000    0.684    0.000 {method '_write_file' of 'torch._C.LongStorageBase' objects}
       21    0.661    0.031    0.661    0.031 {built-in method matmul}
    82342    0.646    0.000    0.646    0.000 {built-in method tensor}
    80436    0.637    0.000    0.637    0.000 {method '_set_from_file' of 'torch._C.LongStorageBase' objects}
     9644    0.635    0.000    0.635    0.000 {built-in method randint}
    35483    0.629    0.000    0.629    0.000 {function _TensorBase.__add__ at 0x7f2a7dcc5050}
  6038459    0.611    0.000    0.611    0.000 serde.py:142(update)
   160956    0.159    0.000    0.600    0.000 serialization.py:210(_open_file_like)
    80478    0.426    0.000    0.593    0.000 serialization.py:47(_is_zipfile)
   162820    0.215    0.000    0.556    0.000 object.py:182(_apply_args)
    87838    0.084    0.000    0.548    0.000 computation.py:11(__init__)
   272352    0.240    0.000    0.541    0.000 native.py:224(id)
  1805278    0.253    0.000    0.520    0.000 {built-in method builtins.hasattr}
   321912    0.509    0.000    0.509    0.000 {built-in method _pickle.dump}
    68268    0.055    0.000    0.504    0.000 base.py:567(de_register_obj)
  1010999    0.196    0.000    0.503    0.000 abc.py:137(__instancecheck__)
     3200    0.003    0.000    0.492    0.000 message.py:247(simplify)
    52330    0.129    0.000    0.487    0.000 pointer_tensor.py:447(detail)
    36807    0.480    0.000    0.480    0.000 {built-in method mul}
    87838    0.228    0.000    0.464    0.000 action.py:20(__init__)
   160956    0.171    0.000    0.455    0.000 serialization.py:261(_should_read_directly)
    68268    0.080    0.000    0.449    0.000 object_storage.py:54(de_register_obj)
    28860    0.435    0.000    0.435    0.000 {built-in method cat}
    80478    0.277    0.000    0.414    0.000 serialization.py:649(persistent_load)
  1717243    0.407    0.000    0.407    0.000 serde.py:386(_simplify_field)
    19697    0.101    0.000    0.395    0.000 hook_args.py:195(hook_response)
  3588963    0.384    0.000    0.384    0.000 serde.py:118(simplifiers)
  1137554    0.379    0.000    0.379    0.000 {built-in method builtins.getattr}
     9665    0.022    0.000    0.377    0.000 {built-in method builtins.sum}
77625/38813    0.133    0.000    0.374    0.000 hook_args.py:300(build_unwrap_args_with_rules)
     3200    0.005    0.000    0.366    0.000 message.py:262(detail)
    43919    0.063    0.000    0.356    0.000 message.py:120(computation)
    75555    0.082    0.000    0.339    0.000 object.py:131(rgetattr)
125957/85555    0.050    0.000    0.337    0.000 hook_args.py:356(<lambda>)
    80478    0.327    0.000    0.327    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
   886730    0.313    0.000    0.313    0.000 proto.py:53(fullname)
  1010999    0.306    0.000    0.307    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.304    0.304 linear.py:86(forward)
        1    0.000    0.000    0.304    0.304 functional.py:10(linear)
        1    0.000    0.000    0.304    0.304 functional.py:1355(linear)
       63    0.002    0.000    0.303    0.005 fss.py:203(mask_builder)
        1    0.000    0.000    0.303    0.303 precision.py:822(addmm)
77625/38813    0.151    0.000    0.301    0.000 hook_args.py:322(<listcomp>)
   304941    0.246    0.000    0.298    0.000 id_provider.py:6(create_random_id)
    21135    0.117    0.000    0.296    0.000 additive_shared.py:64(__init__)
    32808    0.023    0.000    0.292    0.000 message.py:632(simplify)
  1590762    0.280    0.000    0.280    0.000 __init__.py:125(is_storage)
    19697    0.009    0.000    0.279    0.000 hook_args.py:511(<lambda>)
243281/39034    0.085    0.000    0.251    0.000 hook_args.py:273(build_rule)
    63794    0.061    0.000    0.251    0.000 tensor.py:11(__init__)
    19656    0.026    0.000    0.244    0.000 hook_args.py:486(<lambda>)
       84    0.000    0.000    0.241    0.003 _asarray.py:141(ascontiguousarray)
       84    0.241    0.003    0.241    0.003 {built-in method numpy.array}
   351352    0.139    0.000    0.236    0.000 action.py:111(_type_check)
    12804    0.230    0.000    0.230    0.000 {function _TensorBase.__truediv__ at 0x7f2a7dc4f8c0}
    75555    0.059    0.000    0.230    0.000 {built-in method _functools.reduce}
77681/39034    0.102    0.000    0.227    0.000 hook_args.py:33(<lambda>)
   131341    0.066    0.000    0.223    0.000 base.py:552(register_obj)
    32808    0.031    0.000    0.222    0.000 message.py:647(detail)
    80478    0.104    0.000    0.217    0.000 serialization.py:200(__init__)
    19595    0.033    0.000    0.217    0.000 hook_args.py:80(<lambda>)
   191154    0.120    0.000    0.214    0.000 native.py:95(tags)
   160956    0.205    0.000    0.205    0.000 serialization.py:253(_is_compressed_file)
    90627    0.060    0.000    0.204    0.000 hook_args.py:331(<lambda>)
   160956    0.151    0.000    0.201    0.000 serialization.py:174(_is_path)
  1417059    0.153    0.000    0.195    0.000 {built-in method builtins.len}
    32808    0.048    0.000    0.194    0.000 pointer_tensor.py:52(__init__)
    63794    0.116    0.000    0.189    0.000 object.py:16(__init__)
  1878942    0.187    0.000    0.187    0.000 {method 'append' of 'list' objects}
    96549    0.117    0.000    0.187    0.000 utils.py:16(__call__)
    80478    0.048    0.000    0.186    0.000 tensor.py:153(initialize_tensor)
  1512908    0.185    0.000    0.185    0.000 {method 'add' of 'set' objects}
   886730    0.183    0.000    0.183    0.000 proto.py:34(code)
   886730    0.181    0.000    0.181    0.000 proto.py:27(__init__)
       44    0.177    0.004    0.177    0.004 {built-in method stack}
   467865    0.118    0.000    0.177    0.000 tensor.py:21(has_child)
214180/97856    0.048    0.000    0.176    0.000 hook_args.py:33(<genexpr>)
   287908    0.089    0.000    0.172    0.000 native_serde.py:220(_detail_str)
   151324    0.071    0.000    0.171    0.000 object.py:152(_getattr)
   287908    0.093    0.000    0.171    0.000 native_serde.py:216(_simplify_str)
     9665    0.170    0.000    0.170    0.000 {function _TensorBase.__radd__ at 0x7f2a7dc63d40}
    48938    0.024    0.000    0.157    0.000 object_storage.py:38(register_obj)
     9644    0.009    0.000    0.154    0.000 native.py:221(__eq__)
        4    0.010    0.003    0.154    0.038 functional.py:311(_pre_pool)
    32808    0.025    0.000    0.153    0.000 message_handler.py:209(handle_force_delete_object_msg)
77361/38813    0.130    0.000    0.150    0.000 hook_args.py:359(build_get_tensor_type)
    32808    0.054    0.000    0.146    0.000 object_pointer.py:42(__init__)
    52138    0.063    0.000    0.142    0.000 object_storage.py:92(set_obj)
   160956    0.095    0.000    0.140    0.000 serialization.py:277(_check_seekable)
    80478    0.041    0.000    0.138    0.000 object.py:158(initialize_object)
    80478    0.136    0.000    0.136    0.000 native.py:144(grad)
   101076    0.070    0.000    0.128    0.000 object_storage.py:108(rm_obj)
    32808    0.051    0.000    0.128    0.000 object_storage.py:132(force_rm_obj)
    65907    0.064    0.000    0.127    0.000 hook_args.py:22(<lambda>)
38779/38777    0.022    0.000    0.123    0.000 hook_args.py:522(tuple_one_fold)
     9644    0.122    0.000    0.122    0.000 {function _TensorBase.eq at 0x7f2a7dc7ff80}
    63292    0.027    0.000    0.119    0.000 utils.py:45(<genexpr>)
     2126    0.003    0.000    0.118    0.000 popen_fork.py:25(poll)
   177069    0.115    0.000    0.115    0.000 {built-in method builtins.sorted}
     2093    0.115    0.000    0.115    0.000 {built-in method posix.waitpid}
   781383    0.110    0.000    0.110    0.000 serde.py:130(inherited_simplifiers_found)
   886730    0.106    0.000    0.106    0.000 serde.py:122(detailers)
    16425    0.031    0.000    0.100    0.000 hook_args.py:92(unwrap_args_from_method)
   174469    0.070    0.000    0.099    0.000 compression.py:27(_apply_compress_scheme)
   781383    0.096    0.000    0.096    0.000 serde.py:134(no_simplifiers_found)
    80478    0.059    0.000    0.091    0.000 _namedtensor_internals.py:18(check_serializing_named_tensor)
    80478    0.052    0.000    0.087    0.000 serialization.py:145(location_tag)
    86878    0.047    0.000    0.086    0.000 native.py:114(description)
      121    0.002    0.000    0.085    0.001 hook.py:521(overloaded_attr)
   287909    0.083    0.000    0.083    0.000 {method 'decode' of 'bytes' objects}
   160956    0.080    0.000    0.080    0.000 {method 'fileno' of '_io._IOBase' objects}
    89656    0.066    0.000    0.079    0.000 message_handler.py:16(supports)
   287908    0.078    0.000    0.078    0.000 {method 'encode' of 'str' objects}
    80478    0.038    0.000    0.076    0.000 native.py:104(tags)
   211758    0.073    0.000    0.073    0.000 native.py:264(id)
       38    0.000    0.000    0.073    0.002 util.py:182(__call__)
        2    0.000    0.000    0.073    0.036 pool.py:571(_terminate_pool)
      101    0.001    0.000    0.073    0.001 hook.py:100(overloaded_syft_method)
        3    0.000    0.000    0.072    0.024 process.py:133(join)
        3    0.000    0.000    0.072    0.024 popen_fork.py:41(wait)
    80478    0.070    0.000    0.070    0.000 {method 'storage' of 'torch._C._TensorBase' objects}
   118429    0.046    0.000    0.067    0.000 tensors.py:80(owner)
     9851    0.020    0.000    0.065    0.000 precision.py:19(__init__)
    16066    0.055    0.000    0.063    0.000 additive_shared.py:348(<listcomp>)
    80478    0.048    0.000    0.063    0.000 serialization.py:154(default_restore_location)
   160956    0.043    0.000    0.063    0.000 serialization.py:716(_maybe_decode_ascii)
       33    0.000    0.000    0.062    0.002 additive_shared.py:483(add)
       66    0.000    0.000    0.061    0.001 additive_shared.py:496(<lambda>)
      126    0.001    0.000    0.061    0.000 threading.py:834(start)
    52330    0.035    0.000    0.059    0.000 base.py:179(get_obj)
     3200    0.005    0.000    0.057    0.000 native.py:580(create_pointer)
    68972    0.042    0.000    0.056    0.000 {method 'throw' of 'generator' objects}
   101424    0.056    0.000    0.056    0.000 native.py:130(shape)
    80478    0.031    0.000    0.056    0.000 native.py:123(description)
    80478    0.035    0.000    0.054    0.000 serialization.py:164(normalize_storage_type)
    24303    0.045    0.000    0.053    0.000 utils.py:34(remote)
   304941    0.053    0.000    0.053    0.000 {method 'random' of '_random.Random' objects}
   160956    0.051    0.000    0.051    0.000 serialization.py:181(__init__)
      336    0.006    0.000    0.051    0.000 process.py:53(_cleanup)
   264568    0.050    0.000    0.050    0.000 tensors.py:86(owner)
     3200    0.012    0.000    0.050    0.000 pointer_tensor.py:180(create_pointer)
    80478    0.050    0.000    0.050    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     4843    0.047    0.000    0.049    0.000 exceptions.py:346(__init__)
       40    0.001    0.000    0.049    0.001 functional.py:169(_post_conv)
       44    0.047    0.001    0.047    0.001 {function _TensorBase.contiguous at 0x7f2a7dc4b830}
   321912    0.047    0.000    0.047    0.000 {method 'read' of '_io.BytesIO' objects}
   321912    0.046    0.000    0.046    0.000 {method 'seek' of '_io.BytesIO' objects}
   103066    0.044    0.000    0.044    0.000 {method 'split' of 'str' objects}
    24077    0.023    0.000    0.041    0.000 tensor.py:113(__len__)
   482868    0.041    0.000    0.041    0.000 {built-in method builtins.ord}
    80478    0.034    0.000    0.041    0.000 serialization.py:206(__exit__)
       21    0.040    0.002    0.040    0.002 {function _TensorBase.__mod__ at 0x7f2a7dcc9440}
     9648    0.038    0.000    0.038    0.000 {function _TensorBase.__bool__ at 0x7f2a7dc5d050}
   252212    0.037    0.000    0.037    0.000 {method 'keys' of 'dict' objects}
    27505    0.024    0.000    0.036    0.000 attributes.py:71(_command_guard)
    80478    0.035    0.000    0.035    0.000 serialization.py:90(_cpu_tag)
    19372    0.032    0.000    0.035    0.000 message.py:920(__init__)
    77846    0.033    0.000    0.033    0.000 hook_args.py:518(one_fold)
    80478    0.032    0.000    0.032    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
    87838    0.032    0.000    0.032    0.000 message.py:75(__init__)
   251188    0.031    0.000    0.031    0.000 {method 'values' of 'dict' objects}
       29    0.000    0.000    0.030    0.001 precision.py:180(add)
   174469    0.029    0.000    0.029    0.000 compression.py:65(apply_no_compression)
     9686    0.011    0.000    0.029    0.000 base.py:897(create_worker_command_message)
    89656    0.028    0.000    0.028    0.000 base.py:874(message_pending_time)
   160956    0.027    0.000    0.027    0.000 serialization.py:184(__enter__)
    80478    0.027    0.000    0.027    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
     3202    0.007    0.000    0.027    0.000 object_pointer.py:215(find_a_pointer)
    80436    0.027    0.000    0.027    0.000 {method 'size' of 'torch._C.LongStorageBase' objects}
    80478    0.026    0.000    0.026    0.000 hooks.py:51(warn_if_has_hooks)
      231    0.000    0.000    0.026    0.000 hook_args.py:32(<lambda>)
   203936    0.026    0.000    0.026    0.000 {method 'items' of 'dict' objects}
    33754    0.021    0.000    0.026    0.000 torch_serde.py:329(_detail_torch_dtype)
       84    0.026    0.000    0.026    0.000 {method 'astype' of 'numpy.ndarray' objects}
      336    0.004    0.000    0.025    0.000 pool.py:152(Process)
     9708    0.014    0.000    0.025    0.000 additive_shared.py:189(locations)
    48938    0.025    0.000    0.025    0.000 {method 'pop' of 'list' objects}
    52373    0.025    0.000    0.025    0.000 object_storage.py:70(get_obj)
      170    0.007    0.000    0.024    0.000 hook_args.py:32(<listcomp>)
      420    0.024    0.000    0.024    0.000 {built-in method posix.pipe}
   241434    0.024    0.000    0.024    0.000 {method 'tell' of '_io.BytesIO' objects}
      336    0.013    0.000    0.021    0.000 process.py:72(__init__)
     1600    0.002    0.000    0.021    0.000 tensor.py:83(copy)
    16334    0.021    0.000    0.021    0.000 additive_shared.py:237(get_class_attributes)
       41    0.000    0.000    0.021    0.001 precision.py:257(t)
      336    0.015    0.000    0.021    0.000 __init__.py:221(_releaseLock)
       36    0.000    0.000    0.020    0.001 functional.py:2802(pad)
   161124    0.020    0.000    0.020    0.000 {built-in method builtins.issubclass}
       36    0.020    0.001    0.020    0.001 {built-in method constant_pad_nd}
    27499    0.019    0.000    0.019    0.000 torch_serde.py:313(_detail_torch_size)
     9600    0.009    0.000    0.019    0.000 base.py:610(get_worker)
    80478    0.019    0.000    0.019    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
      250    0.019    0.000    0.019    0.000 {function _TensorBase.reshape at 0x7f2a7dc4a830}
    65616    0.019    0.000    0.019    0.000 message.py:623(__init__)
    80478    0.018    0.000    0.018    0.000 serialization.py:728(_get_restore_location)
       42    0.000    0.000    0.018    0.000 pool.py:250(_setup_queues)
    80478    0.018    0.000    0.018    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       84    0.001    0.000    0.018    0.000 context.py:109(SimpleQueue)
    80145    0.018    0.000    0.018    0.000 {built-in method time.time}
       84    0.000    0.000    0.017    0.000 queues.py:330(__init__)
     4822    0.016    0.000    0.017    0.000 {built-in method _warnings.warn}
   160956    0.017    0.000    0.017    0.000 {method 'flush' of '_io.BytesIO' objects}
    39458    0.016    0.000    0.016    0.000 hook_args.py:604(typed_identity)
    32957    0.016    0.000    0.016    0.000 torch_attributes.py:151(is_inplace_method)
    80478    0.016    0.000    0.016    0.000 serialization.py:100(_cpu_deserialize)
      378    0.015    0.000    0.016    0.000 util.py:163(__init__)
   129015    0.015    0.000    0.015    0.000 {method 'get' of 'dict' objects}
      168    0.001    0.000    0.015    0.000 context.py:64(Lock)
     3200    0.004    0.000    0.014    0.000 message_handler.py:163(handle_object_msg)
     9872    0.014    0.000    0.014    0.000 precision.py:76(get_class_attributes)
    65770    0.014    0.000    0.014    0.000 hook_args.py:24(<genexpr>)
      168    0.000    0.000    0.013    0.000 synchronize.py:161(__init__)
    38680    0.013    0.000    0.013    0.000 additive_shared.py:270(modulo)
      168    0.006    0.000    0.013    0.000 synchronize.py:50(__init__)
    16066    0.013    0.000    0.013    0.000 additive_shared.py:209(min_value)
    27505    0.012    0.000    0.012    0.000 attributes.py:20(allowed_commands)
    27499    0.012    0.000    0.012    0.000 torch_serde.py:309(_simplify_torch_size)
     3202    0.006    0.000    0.010    0.000 pointer_tensor.py:608(<lambda>)
