(Wrapper)>[PointerTensor | me:34463463869 -> data_owner:60989900466]
         69710803 function calls (65801520 primitive calls) in 609.483 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    82300    0.199    0.000    1.471    0.000 hook.py:559(new_tensor)
145703/144062    0.132    0.000    1.431    0.000 hook_args.py:528(two_fold)
       21    1.406    0.067    1.406    0.067 {built-in method matmul}
     1600    0.012    0.000    1.395    0.001 native.py:887(share)
  4706643    0.888    0.000    1.390    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    1.384    1.384 linear.py:86(forward)
        1    0.000    0.000    1.384    1.384 functional.py:10(linear)
        1    0.000    0.000    1.384    1.384 functional.py:1355(linear)
        1    0.000    0.000    1.382    1.382 precision.py:822(addmm)
    52330    0.221    0.000    1.372    0.000 pointer_tensor.py:415(simplify)
     1600    0.013    0.000    1.327    0.001 additive_shared.py:315(share_secret)
    14466    0.065    0.000    1.323    0.000 spdz.py:21(spdz_mask)
   912560    0.797    0.000    1.310    0.000 proto.py:65(proto_type_info)
    78738    0.146    0.000    1.268    0.000 hook_args.py:133(unwrap_args_from_function)
     3200    0.013    0.000    1.263    0.000 hookable.py:38(hooked_method)
     9644    1.256    0.000    1.256    0.000 {built-in method randint}
     3200    0.018    0.000    1.240    0.000 native.py:428(send)
    35483    1.226    0.000    1.226    0.000 {function _TensorBase.__add__ at 0x7fc2b5ec7170}
     3200    0.022    0.000    1.209    0.000 base.py:367(send)
    60466    1.188    0.000    1.188    0.000 functional.py:148(<listcomp>)
     1674    0.003    0.000    1.176    0.001 additive_shared.py:481(<dictcomp>)
    80436    1.109    0.000    1.109    0.000 {method '_write_file' of 'torch._C.LongStorageBase' objects}
     3200    0.005    0.000    1.103    0.000 base.py:581(send_obj)
    80436    1.066    0.000    1.066    0.000 {method '_set_from_file' of 'torch._C.LongStorageBase' objects}
     3282    0.006    0.000    1.063    0.000 additive_shared.py:515(<lambda>)
   241434    0.205    0.000    1.012    0.000 base.py:952(<listcomp>)
    39076    0.076    0.000    0.984    0.000 hook_args.py:636(register_response)
    36807    0.929    0.000    0.929    0.000 {built-in method mul}
     1600    0.005    0.000    0.907    0.001 additive_shared.py:34(zero_check)
    39076    0.033    0.000    0.899    0.000 hook_args.py:779(<lambda>)
    80478    0.596    0.000    0.892    0.000 tensor.py:75(__reduce_ex__)
   321912    0.888    0.000    0.888    0.000 {built-in method _pickle.load}
   304940    0.400    0.000    0.869    0.000 id_provider.py:26(pop)
    38855    0.051    0.000    0.847    0.000 hook_args.py:177(build_unwrap_args_from_function)
     1600    0.003    0.000    0.845    0.001 additive_shared.py:547(_public_mul)
     1600    0.005    0.000    0.841    0.001 additive_shared.py:573(<dictcomp>)
     3202    0.007    0.000    0.832    0.000 object_pointer.py:193(handle_func_command)
    28902    0.814    0.000    0.814    0.000 {built-in method cat}
    48938    0.031    0.000    0.806    0.000 hook_args.py:757(<lambda>)
     1600    0.001    0.000    0.797    0.000 precision.py:379(div)
    24215    0.237    0.000    0.792    0.000 primitives.py:52(get_keys)
    48938    0.106    0.000    0.775    0.000 hook_args.py:708(register_tensor)
    82300    0.723    0.000    0.723    0.000 {built-in method tensor}
  6174413    0.676    0.000    0.676    0.000 serde.py:142(update)
    80478    0.438    0.000    0.610    0.000 serialization.py:47(_is_zipfile)
   160956    0.164    0.000    0.605    0.000 serialization.py:210(_open_file_like)
   162778    0.217    0.000    0.571    0.000 object.py:182(_apply_args)
    87838    0.088    0.000    0.559    0.000 computation.py:11(__init__)
     9665    0.025    0.000    0.548    0.000 {built-in method builtins.sum}
   272352    0.240    0.000    0.545    0.000 native.py:224(id)
   321912    0.542    0.000    0.542    0.000 {built-in method _pickle.dump}
  1807080    0.268    0.000    0.532    0.000 {built-in method builtins.hasattr}
     3200    0.003    0.000    0.529    0.000 message.py:247(simplify)
    68268    0.057    0.000    0.510    0.000 base.py:567(de_register_obj)
  1010999    0.195    0.000    0.502    0.000 abc.py:137(__instancecheck__)
    52330    0.126    0.000    0.495    0.000 pointer_tensor.py:447(detail)
    87838    0.241    0.000    0.471    0.000 action.py:20(__init__)
  1753951    0.459    0.000    0.460    0.000 serde.py:386(_simplify_field)
   160956    0.171    0.000    0.459    0.000 serialization.py:261(_should_read_directly)
    68268    0.085    0.000    0.453    0.000 object_storage.py:54(de_register_obj)
    80478    0.314    0.000    0.451    0.000 serialization.py:649(persistent_load)
  3677331    0.403    0.000    0.403    0.000 serde.py:118(simplifiers)
    19697    0.103    0.000    0.398    0.000 hook_args.py:195(hook_response)
     3200    0.005    0.000    0.393    0.000 message.py:262(detail)
  1138205    0.393    0.000    0.393    0.000 {built-in method builtins.getattr}
77709/38855    0.135    0.000    0.386    0.000 hook_args.py:300(build_unwrap_args_with_rules)
    80478    0.373    0.000    0.373    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
125999/85597    0.051    0.000    0.367    0.000 hook_args.py:356(<lambda>)
    43919    0.066    0.000    0.363    0.000 message.py:120(computation)
    75597    0.083    0.000    0.347    0.000 object.py:131(rgetattr)
    12804    0.337    0.000    0.337    0.000 {function _TensorBase.__truediv__ at 0x7fc2b5f09680}
   912560    0.328    0.000    0.328    0.000 proto.py:53(fullname)
77709/38855    0.164    0.000    0.311    0.000 hook_args.py:322(<listcomp>)
   304940    0.254    0.000    0.308    0.000 id_provider.py:6(create_random_id)
  1010999    0.307    0.000    0.307    0.000 {built-in method _abc._abc_instancecheck}
  1590762    0.307    0.000    0.307    0.000 __init__.py:125(is_storage)
    32808    0.026    0.000    0.301    0.000 message.py:632(simplify)
    21135    0.120    0.000    0.299    0.000 additive_shared.py:64(__init__)
    19697    0.009    0.000    0.279    0.000 hook_args.py:511(<lambda>)
       63    0.002    0.000    0.276    0.004 fss.py:184(mask_builder)
       44    0.271    0.006    0.271    0.006 {built-in method stack}
243701/39076    0.095    0.000    0.260    0.000 hook_args.py:273(build_rule)
    63794    0.063    0.000    0.257    0.000 tensor.py:11(__init__)
    19656    0.026    0.000    0.246    0.000 hook_args.py:486(<lambda>)
    75597    0.060    0.000    0.237    0.000 {built-in method _functools.reduce}
77723/39076    0.101    0.000    0.236    0.000 hook_args.py:33(<lambda>)
     9665    0.235    0.000    0.235    0.000 {function _TensorBase.__radd__ at 0x7fc2b5f040e0}
   131299    0.070    0.000    0.234    0.000 base.py:552(register_obj)
    90669    0.085    0.000    0.232    0.000 hook_args.py:331(<lambda>)
   351352    0.132    0.000    0.230    0.000 action.py:111(_type_check)
    32808    0.031    0.000    0.228    0.000 message.py:647(detail)
   191154    0.129    0.000    0.226    0.000 native.py:95(tags)
        4    0.013    0.003    0.223    0.056 functional.py:311(_pre_pool)
  1514105    0.220    0.000    0.220    0.000 {method 'add' of 'set' objects}
    19595    0.033    0.000    0.219    0.000 hook_args.py:80(<lambda>)
    80478    0.108    0.000    0.214    0.000 serialization.py:200(__init__)
  1451474    0.157    0.000    0.210    0.000 {built-in method builtins.len}
   160956    0.205    0.000    0.205    0.000 serialization.py:253(_is_compressed_file)
  1993428    0.205    0.000    0.205    0.000 {method 'append' of 'list' objects}
   160956    0.152    0.000    0.203    0.000 serialization.py:174(_is_path)
    32808    0.047    0.000    0.200    0.000 pointer_tensor.py:52(__init__)
    96591    0.120    0.000    0.195    0.000 utils.py:16(__call__)
   467865    0.131    0.000    0.194    0.000 tensor.py:21(has_child)
    63794    0.120    0.000    0.194    0.000 object.py:16(__init__)
    80478    0.049    0.000    0.192    0.000 tensor.py:153(initialize_tensor)
   296056    0.095    0.000    0.191    0.000 native_serde.py:220(_detail_str)
   296056    0.104    0.000    0.189    0.000 native_serde.py:216(_simplify_str)
   912560    0.187    0.000    0.187    0.000 proto.py:34(code)
   912560    0.186    0.000    0.186    0.000 proto.py:27(__init__)
214264/97940    0.047    0.000    0.185    0.000 hook_args.py:33(<genexpr>)
   151408    0.071    0.000    0.177    0.000 object.py:152(_getattr)
    48938    0.023    0.000    0.164    0.000 object_storage.py:38(register_obj)
    32808    0.024    0.000    0.163    0.000 message_handler.py:209(handle_force_delete_object_msg)
     9644    0.009    0.000    0.160    0.000 native.py:221(__eq__)
    80478    0.155    0.000    0.155    0.000 native.py:144(grad)
    32808    0.058    0.000    0.153    0.000 object_pointer.py:42(__init__)
77445/38855    0.130    0.000    0.151    0.000 hook_args.py:359(build_get_tensor_type)
    52138    0.067    0.000    0.150    0.000 object_storage.py:92(set_obj)
    80478    0.044    0.000    0.143    0.000 object.py:158(initialize_object)
   160956    0.096    0.000    0.142    0.000 serialization.py:277(_check_seekable)
    32808    0.060    0.000    0.140    0.000 object_storage.py:132(force_rm_obj)
   101076    0.073    0.000    0.133    0.000 object_storage.py:108(rm_obj)
    65949    0.065    0.000    0.130    0.000 hook_args.py:22(<lambda>)
     9644    0.127    0.000    0.127    0.000 {function _TensorBase.eq at 0x7fc2b5f09b00}
    63292    0.028    0.000    0.126    0.000 utils.py:45(<genexpr>)
   792261    0.126    0.000    0.126    0.000 serde.py:130(inherited_simplifiers_found)
38821/38819    0.022    0.000    0.124    0.000 hook_args.py:522(tuple_one_fold)
    16425    0.031    0.000    0.123    0.000 hook_args.py:92(unwrap_args_from_method)
      840    0.110    0.000    0.121    0.000 __init__.py:221(_releaseLock)
   177153    0.120    0.000    0.121    0.000 {built-in method builtins.sorted}
   912560    0.114    0.000    0.114    0.000 serde.py:122(detailers)
       33    0.000    0.000    0.110    0.003 additive_shared.py:483(add)
       66    0.000    0.000    0.110    0.002 additive_shared.py:496(<lambda>)
       21    0.109    0.005    0.109    0.005 {function _TensorBase.__mod__ at 0x7fc2b5f04b90}
       44    0.102    0.002    0.102    0.002 {function _TensorBase.contiguous at 0x7fc2b5f19680}
   792261    0.102    0.000    0.102    0.000 serde.py:134(no_simplifiers_found)
       40    0.001    0.000    0.098    0.002 functional.py:169(_post_conv)
      121    0.002    0.000    0.097    0.001 hook.py:521(overloaded_attr)
     8190    0.012    0.000    0.097    0.000 native_serde.py:339(_detail_ndarray)
   296057    0.096    0.000    0.096    0.000 {method 'decode' of 'bytes' objects}
   174469    0.070    0.000    0.095    0.000 compression.py:27(_apply_compress_scheme)
    80478    0.056    0.000    0.094    0.000 _namedtensor_internals.py:18(check_serializing_named_tensor)
    86878    0.052    0.000    0.093    0.000 native.py:114(description)
      315    0.002    0.000    0.090    0.000 threading.py:834(start)
    80478    0.054    0.000    0.090    0.000 serialization.py:145(location_tag)
   296056    0.085    0.000    0.085    0.000 {method 'encode' of 'str' objects}
      840    0.015    0.000    0.085    0.000 process.py:53(_cleanup)
      101    0.001    0.000    0.085    0.001 hook.py:100(overloaded_syft_method)
    89656    0.069    0.000    0.084    0.000 message_handler.py:16(supports)
       36    0.001    0.000    0.084    0.002 functional.py:2802(pad)
       36    0.083    0.002    0.083    0.002 {built-in method constant_pad_nd}
   160956    0.082    0.000    0.082    0.000 {method 'fileno' of '_io._IOBase' objects}
    80478    0.043    0.000    0.081    0.000 native.py:104(tags)
    80478    0.073    0.000    0.073    0.000 {method 'storage' of 'torch._C._TensorBase' objects}
      105    0.001    0.000    0.072    0.001 pool.py:250(_setup_queues)
    16066    0.062    0.000    0.071    0.000 additive_shared.py:348(<listcomp>)
      210    0.001    0.000    0.071    0.000 context.py:109(SimpleQueue)
      840    0.009    0.000    0.070    0.000 pool.py:152(Process)
      210    0.001    0.000    0.069    0.000 queues.py:330(__init__)
   118387    0.046    0.000    0.067    0.000 tensors.py:80(owner)
       21    0.063    0.003    0.066    0.003 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
     9851    0.019    0.000    0.064    0.000 precision.py:19(__init__)
    80478    0.048    0.000    0.064    0.000 serialization.py:154(default_restore_location)
   160956    0.040    0.000    0.061    0.000 serialization.py:716(_maybe_decode_ascii)
   211716    0.061    0.000    0.061    0.000 native.py:264(id)
      840    0.038    0.000    0.061    0.000 process.py:72(__init__)
    80478    0.032    0.000    0.061    0.000 native.py:123(description)
   101466    0.060    0.000    0.060    0.000 native.py:130(shape)
     3200    0.005    0.000    0.058    0.000 native.py:580(create_pointer)
    69014    0.043    0.000    0.058    0.000 {method 'throw' of 'generator' objects}
    24303    0.047    0.000    0.056    0.000 utils.py:34(remote)
    52330    0.032    0.000    0.056    0.000 base.py:179(get_obj)
    80478    0.036    0.000    0.056    0.000 serialization.py:164(normalize_storage_type)
   304940    0.053    0.000    0.053    0.000 {method 'random' of '_random.Random' objects}
   264862    0.053    0.000    0.053    0.000 tensors.py:86(owner)
    24077    0.023    0.000    0.053    0.000 tensor.py:113(__len__)
     3200    0.012    0.000    0.050    0.000 pointer_tensor.py:180(create_pointer)
    80478    0.049    0.000    0.049    0.000 {method 'size' of 'torch._C._TensorBase' objects}
   321912    0.049    0.000    0.049    0.000 {method 'read' of '_io.BytesIO' objects}
     1050    0.047    0.000    0.047    0.000 {built-in method posix.pipe}
   321912    0.047    0.000    0.047    0.000 {method 'seek' of '_io.BytesIO' objects}
   103108    0.046    0.000    0.046    0.000 {method 'split' of 'str' objects}
     4843    0.044    0.000    0.046    0.000 exceptions.py:346(__init__)
     8190    0.017    0.000    0.045    0.000 _dtype.py:333(_name_get)
      945    0.042    0.000    0.044    0.000 util.py:163(__init__)
    80478    0.036    0.000    0.043    0.000 serialization.py:206(__exit__)
   160956    0.043    0.000    0.043    0.000 serialization.py:181(__init__)
   482868    0.043    0.000    0.043    0.000 {built-in method builtins.ord}
       29    0.000    0.000    0.040    0.001 precision.py:180(add)
   252212    0.039    0.000    0.039    0.000 {method 'keys' of 'dict' objects}
      420    0.002    0.000    0.039    0.000 context.py:64(Lock)
     1131    0.038    0.000    0.038    0.000 {built-in method posix.close}
    80478    0.038    0.000    0.038    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.037    0.037 pooling.py:1030(forward)
        1    0.000    0.000    0.037    0.037 functional.py:528(adaptive_avg_pool2d)
      334    0.037    0.000    0.037    0.000 {function _TensorBase.reshape at 0x7fc2b5ec75f0}
        1    0.000    0.000    0.037    0.037 functional.py:440(avg_pool2d)
    27505    0.024    0.000    0.037    0.000 attributes.py:71(_command_guard)
    80478    0.037    0.000    0.037    0.000 serialization.py:90(_cpu_tag)
      420    0.001    0.000    0.036    0.000 synchronize.py:161(__init__)
     9648    0.035    0.000    0.035    0.000 {function _TensorBase.__bool__ at 0x7fc2b5efe170}
    19372    0.032    0.000    0.035    0.000 message.py:920(__init__)
      420    0.016    0.000    0.035    0.000 synchronize.py:50(__init__)
    77930    0.033    0.000    0.033    0.000 hook_args.py:518(one_fold)
      315    0.033    0.000    0.033    0.000 {built-in method _thread.start_new_thread}
    87838    0.032    0.000    0.032    0.000 message.py:75(__init__)
   251188    0.031    0.000    0.031    0.000 {method 'values' of 'dict' objects}
    80436    0.031    0.000    0.031    0.000 {method 'size' of 'torch._C.LongStorageBase' objects}
    80478    0.030    0.000    0.030    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
     9686    0.012    0.000    0.030    0.000 base.py:897(create_worker_command_message)
    80478    0.029    0.000    0.029    0.000 hooks.py:51(warn_if_has_hooks)
      210    0.001    0.000    0.029    0.000 connection.py:506(Pipe)
   160956    0.028    0.000    0.028    0.000 serialization.py:184(__enter__)
      273    0.001    0.000    0.028    0.000 hook_args.py:32(<lambda>)
   203999    0.027    0.000    0.027    0.000 {method 'items' of 'dict' objects}
     3202    0.007    0.000    0.026    0.000 object_pointer.py:215(find_a_pointer)
   177588    0.026    0.000    0.026    0.000 {built-in method builtins.issubclass}
    33754    0.021    0.000    0.026    0.000 torch_serde.py:329(_detail_torch_dtype)
    89656    0.026    0.000    0.026    0.000 base.py:874(message_pending_time)
     9708    0.014    0.000    0.026    0.000 additive_shared.py:189(locations)
   174469    0.026    0.000    0.026    0.000 compression.py:65(apply_no_compression)
    48938    0.025    0.000    0.025    0.000 {method 'pop' of 'list' objects}
      212    0.008    0.000    0.025    0.000 hook_args.py:32(<listcomp>)
   241434    0.025    0.000    0.025    0.000 {method 'tell' of '_io.BytesIO' objects}
    16334    0.024    0.000    0.024    0.000 additive_shared.py:237(get_class_attributes)
    52373    0.024    0.000    0.024    0.000 object_storage.py:70(get_obj)
    27499    0.023    0.000    0.023    0.000 torch_serde.py:313(_detail_torch_size)
     1600    0.002    0.000    0.022    0.000 tensor.py:83(copy)
       41    0.000    0.000    0.022    0.001 precision.py:257(t)
       42    0.021    0.001    0.021    0.001 {method 'astype' of 'numpy.ndarray' objects}
    80478    0.021    0.000    0.021    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
     8190    0.007    0.000    0.020    0.000 _dtype.py:319(_name_includes_bit_suffix)
    80478    0.020    0.000    0.020    0.000 serialization.py:728(_get_restore_location)
        1    0.000    0.000    0.019    0.019 additive_shared.py:703(mean)
      315    0.008    0.000    0.019    0.000 threading.py:763(__init__)
     9600    0.009    0.000    0.019    0.000 base.py:610(get_worker)
        1    0.000    0.000    0.019    0.019 <frozen importlib._bootstrap>:978(_find_and_load)
        1    0.000    0.000    0.019    0.019 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
        1    0.000    0.000    0.019    0.019 <frozen importlib._bootstrap>:663(_load_unlocked)
        1    0.000    0.000    0.019    0.019 <frozen importlib._bootstrap_external>:722(exec_module)
    65616    0.018    0.000    0.018    0.000 message.py:623(__init__)
        1    0.000    0.000    0.018    0.018 <frozen importlib._bootstrap_external>:793(get_code)
      840    0.010    0.000    0.018    0.000 util.py:410(_flush_std_streams)
